Page Title,New node,Introduction,Essays,Arguments,Features,Reviews,GPPN Student Essay Contest,Andrew Wellington Cordier Student Essay Contest,Visual Essays,Read
The Politics of International Law,/content/politics-international-law,Editor's Foreword - JIA Editorial Board,"Self-Help in International Law: U.S. Action in the Iranian Hostage Crisis - Oscar Schachter
The Politics of the UN Convention on the Law of the Sea - Daniel S. Cheever
The Role of the International Court of Justice - Richard Falk
The Politics of Arms Control Treaties: A Case Study - Charles C. Flowerree
Interpretations of the Nonproliferation Treaty: The U.S. and West Germany - Joan Johnson-Freese
The Moral Basis of the Law of War - Terry Nardin
Human Rights, Humanitarian Intervention and American Foreign Policy: Law, Morality and Politics - Jack Donnelly
Human Rights from an International Regimes Perspective - N. G. Onuf and V. Spike Peterson
Thrasymmachos Revisited: On the Relevance of Norms and the Study of Law for International Relations - Friedrich Kratochwil",,,"Jurisprudence in International Affairs - Paula R. Newburg
International Conflict Control and the United Nations - George L. Sherry

Readers' Forum
Books Received",,Political-Legal Interactions in the Gulf of Maine: A Canadian-American Dispute - Marc Henri Brillon,,JSTOR
Japan's New World Role,/content/japans-new-world-role,Editor's Foreword - JIA Editorial Board,"Foreign Policy and Constitutional Views - Yasuhiro Nakasone
East Asia and Global Security: Implications for Japan - Zbigniew Brzezinski
Japan and the Pacific Basin - Saburo Okita
Toward a Bilateral Partnership: Improving Economic Relations - Robert S. Ingersoll
Japan's Changing Role in the United Nations - Sadako Ogata
The U.S.-Japan Connection in the Changing World Marketplace: A Trader's Perspective - Toshihiro Tomabechi
Evolving Sino-Japanese Relations - Shinkichi Eto
Industrial Structure and Japanese Trade Friction: U.S. Policy Responses - William V. Rapp
The Soviet Proposal on Confidence-building Measures and the Japanese Response - Hiroshi Kimura
The Politics of Trade Liberalization in Japan - Timothy J. Curran
Japan and the U.S. Congress: Problems and Prospects - Susan C. Schwab
Business and Japan's New World Role: As Seen Through Personal Experience - Akio Morita
The European Community and Japan: Beyond the Economic Dimension - Reinhard Drifte
Sharing the Burden on the Far Side of the Alliance: Japanese Security in the 1980s - R. B. Byers and Stanley C. M. Ing",,,"Book Reviews
Eleanor M. Hadley
Tsuyoshi Hasegawa

Readers' Forum
Books Received",,Japan's Search for Food Security - Tim Sears,,"JSTOR
ProQuest"
Religion and Politics,/content/religion-and-politics,Editor's Foreword - JIA Editorial Board,"The Iranian Revolution: Uneven Development and Religious Populism - Fred Halliday
Cross and Rifle: Revolution and the Church in El Salvador and Nicaragua - Tommie Sue Montgomery
Protestant-Catholic Conflict in Ulster - Paul Bew and Henry Patterson
Religious Components of U.S. Middle East Policy - Steven L. Spiegel
The Vatican's Ostpolitik - Dennis J. Dunn
Idealistic Protest: The New German Religiosity - Abraham Ashkenasi
The Politics of Militant Islamic Movements in the Middle East - Nazih N. M. Ayubi
Church and Society in Brazil: The Basic Elements of an Analytical Framework - Luis Alberto Gomez de Souza
Churches Combating Racism in South Africa - Anwar Barkat
The Civil Religion Thesis as it Applies to a Pluralistic Society: Pancasila Democracy in Indonesia (1945-1965) - Susan S. Purdy
The Church in Poland and its Political Influence - Suzanne Hruby",,,"Book Reviews
Christopher Mitchell
Nicholas Stephen Weber

Readers' Forum
Books Received",,The Andrew Wellington Cordier Essay,,"JSTOR
ProQuest"
The Human Rights of Indigenous Peoples,/content/human-rights-indigenous-peoples,Editor's Foreword - JIA Editorial Board,"The Indians and the Brazilian Frontier - Daniel R. Gross
The Yanomamis: Their Battle for Survival - Shelly Kellman
The Political Struggle of the Guayana Region's Indigenous Peoples - Nelly Arvelo-Jimenez
The Andean Contrast - Frank Salomon
Liberal Ideology and Indigenous Communities in Post-Independence Peru - Richard Chase Smith
Comparative Ethnic Policy on the American and Russian Frontiers - Frances Svensson
One of the Last Colonies: New Caledonia - Jean Guiart
International Law, International Organizations, and Indigenous Peoples - Gudmundur Alfredsson
The Saskatchewan Indians and Canada's New Constitution - Ellen Anderson",,,"Book Reviews
Charles Reilly
Stephen J. Morris

Student Note
Ethnic Minorities and the Sandinist Government - John N. Burstein

Readers' Forum
Books Received",,,,"JSTOR
ProQuest"
Toward a New World Information Order?,/content/toward-new-world-information-order,Editor's Foreword - JIA Editorial Board,"Polish Perspectives on the New Information Order - Jerzy Oledzki
Third World: An Alternative Press - Altaf Gauhar
The New World Information Order and International Power - Alcira Argumedo
The International News Flow Problem-What Can Be Done About It? - Frederick T. C. Yu
Independent News Media: The People's Press Cannot Be Run by Government - Leonard R. Sussman
UNESCO and Communications in the Modern World - Doudou Diene
Communications Research and the New World Information Order - Claudio Cioffi-Revilla and Richard L. Merritt
Western News Agencies and the ""Media Imperialism"" Debate: What Kind of Data-Base? - J. Oliver Boyd-Barrett",,,"Book Reviews
Majid Tehranian
Marion R. Just
W. Phillips Davison

Student Notes
Books Received",,,,"JSTOR
ProQuest"
International Underground Economic Systems,/content/international-underground-economic-systems,Editor's Foreword - JIA Editorial Board,"The ""Second Economy"" in Poland - Andrzej Korbonski
Evading the Embargo: Illicit U.S. Arms Transfers to South Africa - Michael T. Klare
Convert Nuclear Trade and the International Nonproliferation Regime - Thomas F. Dorian and Leonard S. Spector
Offshore Money Flows: A Large Dark Number - Richard H. Blum
Drug Trafficking: Mexico and Colombia in Comparative Perspective - Peter A. Lupsha
The Underground Economic System of Pimping - Kathleen Barry",,,"Book Review
Richard Brody

Student Notes
Books Received",,,,"JSTOR
ProQuest"
Soviet-American Competition in the Third World,/content/soviet-american-competition-third-world,Editor's Foreword - JIA Editorial Board,"Moscow's Moves in the Direction of the Gulf-So Near and Yet So Far - Karen Dawisha
The Soviet Union in South Asia: A Friend to Rely On? - Robert H. Donaldson
Great Power Economic Competition in Africa: Soviet Progress and Problems - Elizabeth Kridl Valkenier
The USSR and the Developing Countries - Evgeni M. Primakov
Soviet Policy Towards the Middie East Since the Invasion of Afghanistan - Robert O. Freedman
Yugoslavia: Ground Rules for Restraining Soviet and American Competition - Nils H. Wessell
U.S.-Soviet Rivalry in Central America and the Caribbean - Rhoda Pearl Rabkin
Soviet-Cuban Intervention in the Horn of Africa: Impact and Lessons - Jiri Valenta
North-South or East-West? Constructs for Superpower African Policy in the Eighties - Helen Desfosses",,,"Book Reviews
Alan Wolfe
Judith M. Rosen

Student Notes

Books Received",,,,"JSTOR
ProQuest"
International Relations of Developing Countries,/content/international-relations-developing-countries,Editor's Foreword - JIA Editorial Board,"The North-South Dialogue-The Politics of Immobility - Robert L. Rothstein
External Financing of Development-Challenges and Concerns - Roger S. Leeds
OPEC and NOPEC: Oil in South-South Relations - Bijan Mossavar-Rahmani
Developing States and the International Security System - Edward A. Kolodziej and Robert E. Harkavy
Atomic Diplomacy in Developing Countries - Rodney W. Jones
Multinational Corporations: A Model for NICS - Stephen Blank and Joseph LaPalombara
Industrialization, Trade and the International Division of Labor - Luciano Tomassini
The Non-Aligned Movement after Havana - John A. Graham
The Foreign Policies of Developing Countries in the 1980s - John J. Stremlau",,,"Book Reviews
Debra Lynn Miller

Student Notes

Books Received",,,,"JSTOR
ProQuest"
Politics of Labor Migration,/content/politics-labor-migration,Editor's Foreword - JIA Editorial Board,"International Migration and the International Economic Order - W.R. Böhning
The European Economic Community and Manpower Migrations: Policies and Prospects - Ray Rist
Reluctant Partnership: Foreign Workers in Franco-Algerian Relations 1962-1979 - Mark Miller
The Great Debate on Illegal Immigration-Europe and the USA Compared - Jonathan Power
The Development of US Immigration Policy Since 1965 - Charles Keely
Undocumented Immigration from Mexico: beyond Borders but within Systems - Jorge A. Bustamante & Geronimo G. Martinez
Migration and Development: the Changing Perspectives of the Poor Arab Countries - J.S. Birks & C.A. Sinclair
The Future of International Migration - Philip L. Martin & Marion F. Houstoun",,,"Reviews
Robert Bach
Ayşe Kudat
Mine Sabuncuoglu

Student Notes

Books Received",,,,"JSTOR
ProQuest"
Technology and the New International Order,/content/technology-and-new-international-order,Editor's Foreword - JIA Editorial Board,"The Transfer of Technology: Test Case in the North-South Dialogue-A Historical Review - Anila Graham
Technical Cooperation Among Developing Countries: History and Prospects - Erskine Childers
Panacea or Problem? The Proposed International Code of Conduct on Technology Transfer - Debra Lynn Miller
United Nations Conference Politics and the New International Order in the Field of Science and Technology - Volker Rittberger
Developing Countries and The Emerging International Technological Order - Sanjaya Lall
Can Values Shape Technology Policy in the Third World? - Denis Goulet
Dominance, Equity and Technology-Ambivalence and Conflict in US Policy Toward the Third World - Ward Morehouse
Technology and Development in the 1980s: Is the United States Missing an Opportunity? - Henry Nau",,,"Book Reviews
Donald J Puchala
Dana Dalrymple
Iraj Ertefai

Student Notes
Alan D. Buckley
Vladimir Pucik
Allen Lynch

Books Received",,,,"JSTOR
ProQuest"
Leadership Succession in the Communist States,/content/leadership-succession-communist-states,Editor's Foreword - JIA Editorial Board,"The Problem of Succession in Communist Regimes - Myron Rush
Succession and Turnover of Soviet Elites - Seweryn Bialer
The Economic Problems of Brezhnev's Successors - Alec Nove
The Soviet Succession: Domestic and International Dimensions - Dmitri K. Simes
Succession and Stability in Yugoslavia - Bogdan Denitch
Modernization and Succession Politics in China - Kenneth Lieberthal
Leadership Changes and Economic Policies in China - Chu-yuan Cheng
Political Succession and Foreign Policy in China - Jonathan D. Pollack",,,"Book Reviews
Bruce Reynolds
Murray Yanowitch
Stanley H. Cohn
John P. Willerton Jr.
Robert Sharlet

Student Notes
Robert Grant
Melanie Stern
Patricia Feldman

Books Received",,,,"JSTOR
ProQuest"
International Terrorism,/content/international-terrorism,Editor's Foreword - JIA Editorial Board,"International Terrorism: Academic Quest, Operational Art and Policy Implications - Stephen Sloan
Conceptualizing Political Terrorism: A Typology - Richard Shultz
Towards a Typology of Political Terrorism: The Palestinian Resistance Movement - Bard E. O'Neill
The Origins of Sectarian Assassination: The Case of Belfast - Richard Ned Lebow
Mass Destruction and Terrorism - Robert K. Mullen
The Laws of War as a Potential Legal Regime for the Control of Terrorist Activities - Paul A. Tharp, Jr.
Terrorism, the Media and the Police - Yonah Alexander
International Terrorism: Trends and Potentialities - Brian M. Jenkins",,,"Book Reviews
Donald J. Puchala
Michael W. Hodin
Tom Cutler
Allan D. Cooper

Student Notes
Milton L. Charlton
Bertrand Sellier
Tunde Adeniran
Howard Stoffer

Books Received",,,,"JSTOR
ProQuest"
The Future World Order,/content/future-world-order,Editor's Foreword - JIA Editorial Board,"Contending Approaches to World Order - Richard A. Falk
Global Goals and the Crisis of Political Will - Ervin Laszlo
A Global Humanist Critique of National Policies for Arms Control - Robert C. Johansen
Cultural Exchange and Global Social Change - Kenneth W. Thompson
The Program of the Institute for World Order - Saul H. Mendlovitz
Natural Resources, Environmental Disruption, and the Future World Economy - Wassily Leontief
Development Patterns and the International Order - Graciela Chichilnisky
The Need for an Ambitious Innovation of the World Order - Jan Tinbergen
Some Prospects for the Future - Karl W. Deutsch",,,"Book Reviews
Henry R. Nau
Richard J. Barnet
Robert L. Rothstein
Ilan Peleg

Student Notes
Peter Warren White
Susan M. Creel
Brian Lippey

Books Received
",,,,"JSTOR
ProQuest"
The Global Commons,/content/global-commons,Editor's Foreword - JIA Editorial Board,"Managing International Commons - Edward L. Morse
Rise and Fall of World Whaling: The Tragedy of the Commons Illustrated - J. L. McHugh
Owning Antarctica: Cooperation and Jurisdiction at the South Pole - Shirley Oakes Butler
The Future Seabed Regime - Jack N. Barkenbus
Outer Space: The Boundless Commons? - William H. Schauer
Global Distributive Justice: A Review Essay - Robert Amdur
From Berlin to Moscow - René Albrecht-Carrié
Population and World Politics: A Political Science Perspective On ""The World's Most Critical Problem"" - William T. R. Fox",,,"Book Reviews
Jesse Ausubel
Rabbi Gershon C. Bacon
Ruth S. Freed
Paul J. McNulty
Ed Rosenbaum
James R. Silkenat
Charles Stewart
Howard Stoffer

Books Received",,,,"JSTOR
ProQuest"
Women and Change in the Developing World,/content/women-and-change-developing-world,Editors' Foreword - JIA Editorial Board,"Women in the International World - Margaret Mead
Poor Rural Women: A Policy Perspective - Adrienne Germain
The Role of Women in the Development Process: Market Integration or Family Disintegration? - Fredricka Pickford Santos
Changing Roles of Women in the Developing Regions of the World - Helvi Sipila
Education and Female Modernism in the Muslim World - Nadia H. Youssef
Indian Women in Processes of Development - Doranne Jacobson
Political Participation and Development: The Role of Women in Latin America - Steffen W. Schmidt
Conceptualizations of African Women's Role in Development: A Search for new Directions - Ida Rousseau-Mukenge",,,"Book Reviews
Joan Vincent
Daisy H. Dwyer
Lydia Kung
Mary M. Kritz

Books Received",,,,"JSTOR
ProQuest"
Political Economy,/content/political-economy,"Preface - JIA Editorial Board
Andrew Wellington Cordier: In Memoriam - JIA Editorial Board","Sources of Instability in the World Trading System - Harald B. Malmgren
The United States and the European community: The Changing Political and Economic Context of Trade Relations - Steven J. Warnecke
The Political Economy of Monetary Reform Today - Benjamin J. Cohen
Political Management of the International Monetary System - Joan E. Spero
Multinational Corporations and the Political Economy of U.S.-European Relations - Theodore H. Moran
The United States, Western Europe, and the Energy Problem - Wilfrid L. Kohl
Technology, Economics, and Politics of Oil: A Global View - Manoucher Parvin",,,"Book Reviews
Glenda G. Rowenthal
W.H. Bruce Brittain
Manuel R. Agosin
Keith Johnson
Mira Wilkins
Catherine B. Gwin
Robert Black Jr. John Lichtblau
Peter Heller
Benjamin Robert Payn
Yoshi Tsurumi
Hugh Patrick
Stanlev Sienkiewicz

Books Received
",,,,"JSTOR
ProQuest"
Power in the Third World,/content/power-third-world,Editor's Foreword - JIA Editorial Board,"Power In The Third World - James W. Howe
Iranian Foreign Policy: Strategic Location, Economic Ambition, And Dynastic Determination - R. M. Burrell
Brazil Ascendant: International Relations And Geopolitics In The Late 20Th Century - Riordan Roett
Nigeria And The World: A Growing Internal Stability, Wealth, And External Influence - Ibrahim Agboola Gambari
Waiting For India: India'S Role As A Regional Power - Bhabani Sen Gupta
Nuclear Proliferation In The Third World - William Epstein",,,"Book Reviews
Fred A. Sondermann
William T. R. Fox
Stanley J. Heginbotham
Henry Teune
Ervand Abrahamian
Charles Issawi

Books Received",,,,"JSTOR
ProQuest"
An Era of Negotiations,/content/era-negotiations,Editor's Foreword - JIA Editorial Board,"Observations On Negotiating: Informal Views Of W. Averell Harriman - W. Averell Harriman
Salt After Vladivostok - Gerard C. Smith
Inflation, Recession, Oil, And International Financial Markets - Paul A. Volcker
Kissinger And The Arab-Israeli Disengagement Negotiations - William B. Quandt
The Education Of Henry Kissinger - John D. Montgomery
Some Thoughts On The Un General Assembly - As A Forum For Mediation And Negotiation - Arthur Lall
Negotiations: Theory And Reality - I. William Zartman",,,"Book Reviews
Donald J. Mathieson
John G. Stoessinger
Fouad Ajami
Robert Mcgeehan
Peter Zimmerman

Books Received",,,,"JSTOR
ProQuest"
Communism and Détente,/content/communism-and-detente,Editor's Foreword - JIA Editorial Board,"The Impact Of Detente On Chinese And Soviet Communism - Walter C. Clemens, Jr.
East Central Europe: Touchstone For Detente - Charles Gati
The Korean Workers' Party And Detente - B. C. Koh
The French Communist Party And Detente - Ronald Tiersky
Australian Communism: The Splintering Prism - Justus M. Van Der Kroef
Detente: Impetus For Change In Latin America? - Martin C. Needler",,,"Book Reviews
John Lewis Gaddis
Robert V. Daniels
Robert H. Mcneal
William A. Welsh
Stanislaw Wellisz
Marshall D. Shulman

Books Received",,,,"JSTOR
ProQuest"
World Trade and United States Foreign Policy,/content/world-trade-and-united-states-foreign-policy,Editor's Foreword - JIA Editorial Board,"Introduction: An Overview Of U.S. Trade Policy
Trade Between The U.S. And The European Community: Differing Expectations In A Changing Power Relationship - Werner J. Feld
The U.S. Policy Shift On East-West Trade - Walter Krause And F. John Mathis
The Outlook For U.S.-Japan Economic And Trade Relations - Yasuo Takeyama
Trade Peace In The Pacific Through A Free Trade Area? - Richard Kosobud And Houston Stokes
U.S.-Developing Country Trade And Restrictive Business Practice Policies - Robert L. Curry, Jr.
Why U.S. Companies Can Compete - Lewis H. Young",,,"Robert A. Isaak
Donald J. Mathieson
Murray J. Belman
Charles Issawi
Joan Edelman Spero
Harold Barger",,,,"JSTOR
ProQuest"
Political Integration of Multi-State Nations,/content/political-integration-multi-state-nations,Editor's Foreword - JIA Editorial Board,"Partition As A Political Instrument - Ray E. Johnston
Two Germanies-And Then? - Joachim Remak
Political Socialization In Divided Germany - Arthur M. Hanhardt, Jr.
Korea: The Preposterous Division - Gregory Henderson
The Changing Pattern Of Asian International Relations: Prospects For The Unification Of Korea - Soon Sung Cho
One People Or Two? The Origins Of Partition And The Prospects For Unification In Ireland - Thomas E. Hachey
Civil War In Ireland: A Tragedy In Endless Acts? - Richard Ned Lebow",,,"Stephen G. Walker
Richard Merritt
Yung-Hwan Jo
Robert St-Cyr
Golam Choudhury",,,,"JSTOR
ProQuest"
Political Integration in the Multinational States,/content/political-integration-multinational-states,Editor's Foreword - JIA Editorial Board,"The Politics Of Ethnonationalism - Walker Connor
Nationalities And The Russian Problem In The U.S.S.R.: An Historical Outline - Roman Szporluk
Pluralism And National Integration: The Indian Experience - Ainslie T. Embree
Canada And The Crisis Of Quebec - Richard Pious
Political Integration In Czechoslovakia: The Implications Of The Prague Špring And Soviet Intervention - M. George Zaninovich And Douglas A. Brown
Is National Integration Necessary? The Malaysian Case - Nancy L. Snider
Israelis, Palestinians, And Multinationalism - Don Peretz
Racial Self-Reliance And Cultural Dependency: Nyerere And Amin In Comparative Perspective - Ali A. Mazrui",,,"Richard Ned Lebow
Evan M. Wilson
Gary Bertsch
James Mittelman
Cynihia Enloe",,,,"JSTOR
ProQuest"
Micropolitics,/content/micropolitics,Editor's Foreword - JIA Editorial Board,"Ideology And Information: Correspondents Of The New China News Agency And Chinese Foreign Policy Making - Alan P. L. Liu
Japanese Press And Japan's Foreign Policy - Yukio Matsuyama
A Tribute To A Reporter - Nathaniel B. Thayer
Mao As Superman - Richard L. Walker
Men And Politics In Post-Sato Japan - Emerson Chapin
Organizational Leadership In Japan'S Business Community - Gerald L. Curtis
American Business Personalities In The United States-Japan Relationship - F. Roy Lockheimer
Future Domestic And Foreign Policy Choices For Mainland China - Thomas W. Robinson",,,"Douglas H. Mendel, Jr.
Robert S. Ozaki
Ishwer C. Ojha
Willard F. Barber",,,,"JSTOR
ProQuest"
The Military-Industrial Complex,/content/military-industrial-complex,"In Memoriam - JIA Editorial Board
Editor's Foreword - JIA Editorial Board","The Soviet Military-Industrial Complex-Does It Exist? - Vernon V. Aspaturian
The Merchants Of Death, Then And Now - Robert H. Ferrell
Strategic Elites And Politics Of Superpower - Roman Kolkowicz
Soviet Strategic Effectiveness - Walter Darnell Jacobs
The ""Politico-Military-Industrial Complex"" Of The U.S.S.R. - William T. Lee
Anti-Military Complex: Anarchist Response To Contemporary Militarism - Robert L. Hoffman",,,"Eugene Rabinowitch
James Tracy Crown
Walter C. Clemens, Jr.
Jan F. Triska",,,,"JSTOR
ProQuest"
Change and the Future International System,/content/change-and-future-international-system,Editor's Foreword - JIA Editorial Board,"The Impact Of Technological Change On The International System: Reflections On Prediction - Bernard Brodie
Population, Technology, And Resources In The Future International System - Robert C. North And Nazli M. Choucri
The Future Of Ideology In Alliance Systems - Herbert S. Dinerstein
The International Functional Implications Of Future Technology - Eugene B. Skolnikoff
International Organizations In The Future International Bargaining Process: A Theoretical Projection - William D. Coplin
Race In The Future Of International Relations - Tilden J. Lemelle And George W. Shepherd, Jr.",,,"John D. Montgomery
Edward L. Morse
Harold Fruchtbaum
James A. Stegenga

Epilogue
Robert W. Komer",,,,"JSTOR
ProQuest"
Revolutionary Wars,/content/revolutionary-wars,Editor's Foreword - JIA Editorial Board,"Revolutionary War And Counter-Insurgency - Eqbal Ahmad
Impact Of Pacification On Insurgency In South Vietnam - Robert W. Komer
Revolutionary And Counter-Revolutionary War: Some Political And Strategic Lessons From The First Indochina War And Algeria - Jean Baechler
The American Political System And The Next Vietnam -Walter Goldstein
Changing Patterns Of Insurgency And American Response - John H. Hoagland",,,"Truong Buu Lam
William Corson
Manfred Halpern
Eldon Kenworthy
John Mccuen
",,,,"JSTOR
ProQuest"
International Economic Development in the 1970s,/content/international-economic-development-1970s,Editor's Foreword - JIA Editorial Board,"Conflicting Perspectives On The Development Problem: An Introduction - The Right Honorable Lester B. Pearson
The Aid Relationship: Reflections On The Pearson Report - Richard Jolly
Aid To Latin America: Problems And Prospects - Laurence Whitehead
Development And Structural Change: The African Experience, 1950-1970 - Samir Amin
Development Prospects And Trade And Liquidity In The Middle East - Michael Bruno
The Implications Of A Six Percent Growwth Rate For Asia - Stanislaw H. Wellisz
International Economic Development And The Environment - Max Nicholson",,,"Roger C. Lawrence
Arthur Goldschmidt
Erik Thorbecke
James A. Bill
Warren J. Keegan",,,,"JSTOR
ProQuest"
Leadership,/content/leadership,Editor's Foreword - JIA Editorial Board,"The Role Of The Individual In International Relations: Some Conceptual And Methodological Considerations - Herbert C. Kelman
Bio-Social Components Or Political Processes - Margaret Mead
The Two Faces Of Power - David C. Mcclelland
Leader, Commissar, And Bureaucrat: The Chinese Political System In The Last Days Of The Revolution - John W. Lewis
Elite Cleavages In African Politics: The Case Of Ghana - Martin Kilsom
Elite Perspectives And The Explanation Of Soviet Foreign Policy - William Zimmerman",,,"Charles Burton Marshall
Sylvia Kowitt
Harry J. Psomiades
Stanley Hoffmann
M. Donald Hancock",,,,"JSTOR
ProQuest"
National Politics and Foreign Policy,/content/national-politics-and-foreign-policy,Foreword - JIA Editorial Board,"Democracy, Publics And Protest: The Problem Of Foreign Policy - Wilson C. Mcwilliams
Constitutional Issues In Foreign Policy - Louis Henkin
Bureaucratic Structures And Political Outcomes - Adam Yarmolinsky
Black Americans And United States Policy Toward Africa - John A. Davis
Soviet Foreign Policy And Domestic Politics: A Framework For Analysis - Alexander Dallin
Epitaph For Bretton Woods - Michael Hudson
International Policies For The Coordination Of Economic Growth - Charles P. Kindleberger",,,"John C. Campbell
Seyom Brown
David L. Williams
Avraham Avi-Hai
Khalil Othmam",,,,"JSTOR
ProQuest"
Political Conflict,/content/political-conflict,Foreword - JIA Editorial Board,"Reflections On Violence - Hannah Arendt
On Revolutionary Conflict - Franz Schurmann
A Redefinition Of The Revolutionary Situation - Manfred Halpern
Crises And Change In Latin America - Douglas Chalmers
Violent Contiguity And The Politics Of Retribalization In Africa - Ali A. Mazrui
Conflict, Race And System-Transformation In The United States - Charles V. Hamilton",,,"Dankwart Rustow
Mark Mancall
E. Victor Wolfenstein
Bruce L. R. Smith
George A. Lanyi",,,,"JSTOR
ProQuest"
Intervention and World Politics,/content/intervention-and-world-politics,Foreword - JIA Editorial Board,"The Concept Of Intervention - James N. Rosenau
Intervention And International Systems - Oran R. Young
Intervention Among Developing States - I. William Zartman
Reflections On Intervention - Max Beloff
Nonintervention And Conditional Intervention - Andrew M. Scott
Political Outcomes Of Foreign Assistance: Influence, Involvement, Or Intervention? - Howard Wriggins
American Foreign Policy And The Decision To Intervene - Adam Yarmolinsky
After Vietnam: Security And Intervention In Asia - Morton H. Halperin",,,"Annette Baker Fox
Richard W. Cottam
Bruce M. Russett
Jean Herskovits
James Barros
Harry J. Psomiades",,,,"JSTOR
ProQuest"
East-West Détente,/content/east-west-detente,Foreword - JIA Editorial Board,"Russian-American Relations: The Case For Second Thoughts - Arnold J. Toynbee
The United States And East-West Detente: The Range Of Choice - Philip E. Mosely
The United States, The West, And The Future Of Eastern Europe - Jerzy Lukaszewski
Recent Soviet Foreign Policy: Some Patterns In Retrospect - Marshall D. Shulman
Problems Of East-West Relations - Vaclav Kotyk
Bonn'S New Ostpolitik - Theo Sommer
The Future Of East-West Trade - Vladimir Velebit
The Non-Proliferation Treaty And East-West Detente - Bruce L. R. Smith
National-International Linkage Theory: The East European Communist System And The Eec - Werner J. Feld",,,"Sir William Hayter
Fritz Stern
Gerard Braunthal
Raymond Carr
",,,,"JSTOR
ProQuest"
Theory and Reality in International Relations,/content/theory-and-reality-international-relations,Foreword - JIA Editorial Board,"What Is A Theory Of International Relations? - Raymond Aron
Common Sense And Theories Of International Relations - Hans Morgenthau
International Structure, National Force, And The Balance Of World Power - Kenneth N. Waltz
On The Concepts Of Politics And Power - Karl W. Deutsch
The Concept Of Sovereignty And The Relations Between States - F. H. Hinsley
The Lockean Tradition In American Foreign Policy - Roger D. Masters
Normative Theory In International Relations - Кетпeth W. Thompson",,,"Book Reviews, With An Introductory Essay On Games International-Relations Scholars Play - James N. Rosenau",,,,"JSTOR
ProQuest"
Image and Reality in World Politics,/content/image-and-reality-world-politics,Foreword - JIA Editorial Board,"The Learning And Reality-Testing Process In The International System - Kenneth E. Boulding
Cognitive Dynamics And Images Of The Enemy - Ole R. Holsti
The Social Myths In The ""Cold War"" - Reinhold Niebuhr
Perceptions, Reality, And The Franco-American Conflict - Stanley Hoffmann
China And America: The Burden Of Past Misperceptions - John G. Stoessinger
The Maoist Image Of World Order - Benjamin I. Schwartz
Perception And Action In The 1914 Crisis - Robert C. North
Misperception Of Aggression In Vietnam - Ralph K. White",,,,,,,"JSTOR
ProQuest"
Political Development in Latin America,/content/political-development-latin-america,Foreword - JIA Editorial Board,"Political Development Theory: The Latin American Experience - Alfred Stepan
Political Factors In Latin American Economic Development - Charles W. Anderson
Mass Mobilization In Cuba: The Symbolism Of Struggle - Richard R. Fagen
The Catholic Church And Modernization In Peru And Chile - Frederick B. Pike
The Government Bureaucrats And Political Change In Latin America - Robert E. Scott
Latin American Peasant Pressure Groups And The Modernization Process - Neale J. Pearson
Leadership Formation And Modernization In Latin America - Kalman H. Silvert
Christian Democracy In Chile - Paul E. Sigmund
Public Policy And Organized Business In Chile: A Preliminary Analysis - Constantine C. Menges",,,,,,,"JSTOR
ProQuest"
East Central Europe,/content/east-central-europe-0,Foreword - JIA Editorial Board,"East Central Europe: Continuity And Change - Stephen Fischer-Galati
Nationalism And National Minorities In Eastern Europe - Thomas T. Hammond
Transylvania And The Hungarian Minority - Ferenc A. Váli
Economic Nationalism In Eastern Europe: Forty Years Of Continuity And Change - John Michael Montias
The Agricultural Problem In East Central Europe - A. Korbonski
Polish Industrial Planning - Thad P. Alton
East European Communist Elites: Their Character And History - Robert Bass
Communism And Czechoslovak Traditions - H. Gordon Skilling
Communism And Political Realism In Poland - Adam Bromke
Social Conflicts In Hungarian Literature, 1920-1965 - George Gömöri
Changes In The Social Structure Of The East Central European Countries - George G. Heltai",,,,,,,"JSTOR
ProQuest"
Mediterranean Europe,/content/mediterranean-europe,Foreword - JIA Editorial Board,"The European Community's Role In Mediterranean Europe - Jean Rey
Turkey: Prospects For Democratic Development - Nuri Eren
Yugoslav Development Between East And West - Dennison I. Rusinow
The Economic And Social Transformation Of Modern Greece - Harry J. Psomiades
Il Mezzogiorno: Development At The Crossroads - Gustav Schachter
The Structure Of Traditionalism: A Case Study From Western Sicily - John Galtung
Italian Labor In Switzerland - Jean Golay
Southern France: Development Of The Lower Rhône-Languedoc Region - Philippe Lamour
Social And Geographic Mobility In Spain - Amando De Miguel
European Investment Bank: Activity And Prospects - Alberto Campolongo
The European Social Fund In The Development Of The Mediterranean Regions Of The Eec - Ugo Munzi",,,,,,,"JSTOR
ProQuest"
The Arab World,/content/arab-world,Editor's Foreword - JIA Editorial Board,"The Clashing Paths To Modernization - John S. Badeau
The Role Of The Army In The Traditional Arab State - Lt. Gen. Sir John Glubb
Islam And Modernization In The Arab World - Hisham Sharabi
The Politics Of Rapid Population Growth In The Middle East - J. C. Hurewitz
Social Structure And Ideology In Iraq, Lebanon, Syria And The U.A.R. - Charles Issawi
Arab Socialism - Gordon H. Torrey And John F. Devlin
The Objects And Methods Of Nasserism - George Lenczowski
Saudi Arabia: The Islamic Island - George Rentz
Palestine: The Broken Triangle - Erskine B. Childers
Israel And The Arab Nations - Don Peretz
The Economics And Politics Of Oil In The Middle East - Stephen H. Longrigg",,,,,,,"JSTOR
ProQuest"
